Channel 1,Channel 2,Channel 3
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
316,0,0
328,0,0
342,0,0
354,0,0
367,0,0
380,0,0
393,0,0
406,0,0
418,0,0
432,0,0
445,0,0
457,0,0
471,0,0
483,0,0
496,0,0
509,0,0
522,0,0
535,0,0
547,0,0
561,0,0
574,0,0
586,0,0
600,0,0
612,0,0
625,0,0
638,0,0
651,0,0
664,0,0
676,0,0
690,0,0
703,0,0
715,0,0
729,0,0
741,0,0
754,0,0
768,0,0
780,0,0
793,0,0
805,0,0
819,0,0
832,0,0
844,0,0
858,0,0
870,0,0
883,0,0
897,0,0
909,0,0
922,0,0
934,0,0
948,0,0
961,0,0
973,0,0
987,0,0
999,0,0
1012,0,0
1026,0,0
1038,0,0
1051,0,0
1064,0,0
1077,0,0
1090,0,0
1103,0,0
1116,0,0
1129,0,0
1141,0,0
1155,0,0
1168,0,0
1180,0,0
1193,0,0
1207,0,0
1219,0,0
1232,0,0
1246,0,0
1258,0,0
1271,0,0
1284,0,0
1297,0,0
1310,0,0
1323,0,0
1336,0,0
1349,0,0
1361,0,0
1375,0,0
1388,0,0
1400,0,0
1414,0,0
1427,0,0
1439,0,0
1453,0,0
1466,0,0
1478,0,0
1491,0,0
1504,0,0
1517,0,0
1530,0,0
1543,0,0
1556,0,0
1569,0,0
1582,0,0
1595,0,0
1608,0,0
1620,0,0
1634,0,0
1646,0,0
1659,0,0
1673,0,0
1685,0,0
1698,0,0
1712,0,0
1724,0,0
1737,0,0
1751,0,0
1763,0,0
1776,0,0
1788,0,0
1802,0,0
1815,0,0
1827,0,0
1841,0,0
1854,0,0
1866,0,0
1880,0,0
1893,0,0
1905,0,0
1918,0,0
1931,0,0
1944,0,0
1957,0,0
1970,0,0
1983,0,0
1996,0,0
2009,0,0
2022,0,0
2035,0,0
2048,0,0
2061,0,0
2074,0,0
2086,0,0
2100,0,0
2112,0,0
2125,0,0
2139,0,0
2151,0,0
2164,0,0
2178,0,0
2190,0,0
2203,0,0
2216,0,0
2229,0,0
2242,0,0
2254,0,0
2268,0,0
2281,0,0
2293,0,0
2307,0,0
2320,0,0
2332,0,0
2345,0,0
2359,0,0
2371,0,0
2384,0,0
2398,0,0
2410,0,0
2423,0,0
2436,0,0
2449,0,0
2462,0,0
2475,0,0
2488,0,0
2501,0,0
2513,0,0
2527,0,0
2540,0,0
2552,0,0
2566,0,0
2578,0,0
2591,0,0
2605,0,0
2617,0,0
2630,0,0
2643,0,0
2656,0,0
2669,0,0
2682,0,0
2695,0,0
2708,0,0
2721,0,0
2734,0,0
2747,0,0
2759,0,0
2772,0,0
2786,0,0
2798,0,0
2811,0,0
2825,0,0
2837,0,0
2850,0,0
2864,0,0
2876,0,0
2889,0,0
2902,0,0
2915,0,0
2928,0,0
2940,0,0
2954,0,0
2967,0,0
2979,0,0
2993,0,0
3006,0,0
3018,0,0
3032,0,0
3045,0,0
3057,0,0
3070,0,0
3084,0,0
3096,0,0
3109,0,0
3122,0,0
3135,0,0
3148,0,0
3161,0,0
3174,0,0
3187,0,0
3200,0,0
3213,0,0
3226,0,0
3238,0,0
3252,0,0
3264,0,0
3277,0,0
3291,0,0
3303,0,0
3316,0,0
3330,0,0
3342,0,0
3355,0,0
3368,0,0
3381,0,0
3394,0,0
3407,0,0
3420,0,0
3433,0,0
3445,0,0
3459,0,0
3472,0,0
3484,0,0
3497,0,0
3511,0,0
3523,0,0
3536,0,0
3550,0,0
3562,0,0
3575,0,0
3589,0,0
3601,0,0
3614,0,0
3627,0,0
3640,0,0
3653,0,0
3665,0,0
3679,0,0
3692,0,0
3704,0,0
3718,0,0
3731,0,0
3743,0,0
3757,0,0
3770,0,0
3782,0,0
3795,0,0
3808,0,0
3821,0,0
3834,0,0
3847,0,0
3860,0,0
3873,0,0
3886,0,0
3899,0,0
3912,0,0
3924,0,0
3938,0,0
3951,0,0
3963,0,0
3977,0,0
3989,0,0
4002,0,0
4016,0,0
4028,0,0
4041,0,0
4055,0,0
4067,0,0
4080,0,0
4093,0,0
4106,0,0
4119,0,0
4132,0,0
4145,0,0
4158,0,0
4170,0,0
4184,0,0
4197,0,0
4209,0,0
4222,0,0
4236,0,0
4248,0,0
4261,0,0
4275,0,0
4287,0,0
4300,0,0
4314,0,0
4326,0,0
4339,0,0
4352,0,0
4365,0,0
4378,0,0
4390,0,0
4404,0,0
4417,0,0
4429,0,0
4443,0,0
4456,0,0
4468,0,0
4482,0,0
4495,0,0
4507,0,0
4520,0,0
4533,0,0
4546,0,0
4559,0,0
4572,0,0
4585,0,0
4598,0,0
4611,0,0
4624,0,0
4637,0,0
4649,0,0
4663,0,0
4675,0,0
4688,0,0
4702,0,0
4714,0,0
4727,0,0
4741,0,0
4753,0,0
4766,0,0
4780,0,0
4792,0,0
4805,0,0
4818,0,0
4831,0,0
4844,0,0
4856,0,0
4870,0,0
4883,0,0
4895,0,0
4909,0,0
4922,0,0
4934,0,0
4947,0,0
4961,0,0
4973,0,0
4986,0,0
5000,0,0
5012,0,0
5025,0,0
5038,0,0
5051,0,0
5064,0,0
5076,0,0
5090,0,0
5103,0,0
5115,0,0
5129,0,0
5142,0,0
5154,0,0
5168,0,0
5181,0,0
5193,0,0
5207,0,0
5219,0,0
5232,0,0
5245,0,0
5258,0,0
5271,0,0
5284,0,0
5297,0,0
5310,0,0
5323,0,0
5336,0,0
5349,0,0
5361,0,0
5374,0,0
5388,0,0
5400,0,0
5413,0,0
5427,0,0
5439,0,0
5452,0,0
5466,0,0
5478,0,0
5491,0,0
5505,0,0
5517,0,0
5530,0,0
5543,0,0
5556,0,0
5569,0,0
5581,0,0
5595,0,0
5608,0,0
5620,0,0
5634,0,0
5647,0,0
5659,0,0
5672,0,0
5686,0,0
5698,0,0
5711,0,0
5724,0,0
5737,0,0
5750,0,0
5763,0,0
5776,0,0
5789,0,0
5801,0,0
5815,0,0
5828,0,0
5840,0,0
5854,0,0
5867,0,0
5879,0,0
5893,0,0
5905,0,0
5918,0,0
5932,0,0
5944,0,0
5957,0,0
5970,0,0
5983,0,0
5996,0,0
6009,0,0
6022,0,0
6035,0,0
6048,0,0
6061,0,0
6074,0,0
6086,0,0
6099,0,0
6113,0,0
6125,0,0
6138,0,0
6152,0,0
6164,0,0
6177,0,0
6191,0,0
6203,0,0
6216,0,0
6230,0,0
6242,0,0
6255,0,0
6267,0,0
6281,0,0
6294,0,0
6306,0,0
6320,0,0
6333,0,0
6345,0,0
6359,0,0
6372,0,0
6384,0,0
6397,0,0
6411,0,0
6423,0,0
6436,0,0
6449,0,0
6462,0,0
6475,0,0
6488,0,0
6501,0,0
6514,0,0
6526,0,0
6540,0,0
6553,0,0
6565,0,0
6579,0,0
6592,0,0
6604,0,0
6618,0,0
6630,0,0
316,-1,0
328,-3,0
342,-4,0
355,-4,0
367,-1,0
380,-1,0
393,-4,0
406,-1,0
419,-3,0
432,-2,0
445,-2,0
457,-4,0
471,-1,0
484,-3,0
496,-2,0
509,-2,0
522,-1,0
535,-6,0
548,-2,0
561,-3,0
574,-4,0
586,-2,0
600,-4,0
613,-2,0
625,-4,0
638,-2,0
651,-3,0
664,-1,0
677,-3,0
690,-1,0
703,-4,0
715,-2,0
729,0,0
741,-2,0
754,-2,0
768,-3,0
780,-4,0
793,-5,0
805,-3,0
819,-4,0
832,-4,0
844,-4,0
858,-3,0
870,-4,0
883,-4,0
897,-4,0
909,-5,0
922,-6,0
934,-1,0
948,-2,0
961,-4,0
973,-2,0
987,0,0
999,-3,0
1012,-4,0
1026,-1,0
1038,-4,0
1051,-6,0
1064,-3,0
1077,-4,0
1090,-1,0
1103,-5,0
1116,-5,0
1129,-4,0
1142,-3,0
1155,-6,0
1168,-4,0
1180,-4,0
1193,-5,0
1207,-3,0
1219,-4,0
1232,-3,0
1246,-3,0
1258,0,0
1271,-1,0
1285,-4,0
1297,-5,0
1310,-2,0
1323,-4,0
1336,-4,0
1349,-1,0
1361,-1,0
1375,-3,0
1388,-6,0
1400,-2,0
1414,-3,0
1427,-4,0
1439,-2,0
1453,0,0
1466,-4,0
1478,-5,0
1491,-6,0
1504,-4,0
1517,-3,0
1530,-2,0
1543,-6,0
1556,-1,0
1569,-3,0
1582,-1,0
1595,-5,0
1608,-2,0
1620,-3,0
1634,-3,0
1647,-2,0
1659,-2,0
1673,-4,0
1685,-3,0
1698,1,0
1712,-4,0
1724,0,0
1737,-4,0
1751,-3,0
1763,-2,0
1776,-2,0
1789,-1,0
1802,-1,0
1815,0,0
1827,-3,0
1841,-2,0
1854,-5,0
1866,-4,0
1880,-5,0
1893,-4,0
1905,0,0
1918,-4,0
1932,-4,0
1944,-4,0
1957,2,0
1971,-3,0
1983,-6,0
1996,-6,0
2009,-1,0
2022,-2,0
2035,-3,0
2048,0,0
2061,-1,0
2074,-2,0
2086,-1,0
2100,-2,0
2113,-3,0
2125,-2,0
2139,-4,0
2151,0,0
2164,-2,0
2178,-2,0
2190,-2,0
2203,-3,0
2216,-3,0
2229,-5,0
2242,-1,0
2255,-4,0
2268,1,0
2281,-1,0
2294,-4,0
2307,-1,0
2320,1,0
2332,-7,0
2345,-5,0
2359,-3,0
2371,-4,0
2384,-3,0
2398,-4,0
2410,-5,0
2423,-1,0
2437,-4,0
2449,-2,0
2462,-3,0
2476,-6,0
2488,-2,0
2501,1,0
2513,-3,0
2527,-2,0
2540,-2,0
2552,0,0
2566,-4,0
2579,-2,0
2591,-5,0
2605,-5,0
2618,1,0
2630,-2,0
2643,-4,0
2656,-3,0
2669,-2,0
2682,1,0
2695,-1,0
2708,-2,0
2721,-2,0
2734,-4,0
2747,-3,0
2760,-4,0
2772,-2,0
2786,-4,0
2799,0,0
2811,-6,0
2825,0,0
2837,-6,0
2850,-3,0
2864,-2,0
2876,-1,0
2889,-2,0
2903,-2,0
2915,-1,0
2928,-3,0
2941,-3,0
2954,-5,0
2967,-2,0
2980,-3,0
2993,-5,0
3006,1,0
3018,-4,0
3032,-3,0
3045,-6,0
3057,-3,0
3070,0,0
3084,-2,0
3096,-1,0
3109,-3,0
3123,-3,0
3135,-2,0
3148,-4,0
3162,-4,0
3174,-3,0
3187,-2,0
3200,-3,0
3213,1,0
3226,-2,0
3238,1,0
3252,-4,0
3265,-3,0
3277,-1,0
3291,-5,0
3304,-5,0
3316,-5,0
3330,-4,0
3343,-3,0
3355,-2,0
3368,-2,0
3381,-4,0
3394,-1,0
3407,0,0
3420,0,0
3433,-2,0
3446,-3,0
3459,-2,0
3472,-1,0
3485,-5,0
3497,-3,0
3511,-2,0
3523,2,0
3536,-2,0
3550,-2,0
3562,-1,0
3575,-5,0
3589,-1,0
3601,-1,0
3614,-3,0
3628,-3,0
3640,-3,0
3653,-4,0
3666,-5,0
3679,-2,0
3692,-6,0
3704,0,0
3718,-2,0
3731,-2,0
3743,-5,0
3757,-4,0
3770,-1,0
3782,-4,0
3795,-2,0
3809,-2,0
3821,-4,0
3834,-3,0
3848,-3,0
3860,-2,0
3873,-4,0
3886,-2,0
3899,-4,0
3912,-9,0
3924,-5,0
3938,-7,0
3951,-2,0
3963,-2,0
3977,-2,0
3990,-5,0
4002,-2,0
4016,-2,0
4029,-3,0
4041,-2,0
4055,1,0
4067,-2,0
4080,-3,0
4093,-2,0
4106,-3,0
4119,-3,0
4132,-3,0
4145,-6,0
4158,0,0
4171,-4,0
4184,-3,0
4197,-2,0
4209,-4,0
4222,-3,0
4236,-2,0
4248,-1,0
4261,0,0
4275,-1,0
4287,-3,0
4300,-2,0
4314,-2,0
4326,-3,0
4339,-6,0
4353,-5,0
4365,-4,0
4378,-2,0
4391,-3,0
4404,-2,0
4417,-5,0
4429,-4,0
4443,-4,0
4456,-5,0
4468,-3,0
4482,-4,0
4495,-4,0
4507,-3,0
4520,-2,0
4534,-5,0
4546,-5,0
4559,-1,0
4573,-4,0
4585,-2,0
4598,-2,0
4611,-3,0
4624,-5,0
4637,-3,0
4649,-1,0
4663,-1,0
4676,-3,0
4688,-2,0
4702,-4,0
4715,-3,0
4727,-3,0
4741,-4,0
4754,-3,0
4766,-5,0
4780,-4,0
4792,-3,0
4805,-2,0
4818,-4,0
4831,-3,0
4844,-4,0
4857,-3,0
4870,-5,0
4883,-6,0
4896,-2,0
4909,-3,0
4922,-2,0
4935,-3,0
4947,-3,0
4961,-4,0
4973,-3,0
4986,0,0
5000,-4,0
5012,-3,0
5025,-4,0
5039,-1,0
5051,-5,0
5064,-4,0
5078,-3,0
5090,-3,0
5103,0,0
5116,-2,0
5129,-2,0
5142,-3,0
5154,-3,0
5168,-3,0
5181,-4,0
5193,-2,0
5207,-5,0
5220,-3,0
5232,-1,0
5245,-1,0
5259,-2,0
5271,-2,0
5284,-4,0
5298,-5,0
5310,-3,0
5323,-1,0
5336,-4,0
5349,-4,0
5362,-3,0
5374,-2,0
5388,-4,0
5401,0,0
5413,-3,0
5427,-6,0
5440,-1,0
5452,-1,0
5466,-4,0
5479,-6,0
5491,-5,0
5505,0,0
5517,-3,0
5530,-2,0
5543,-1,0
5556,-6,0
5569,-2,0
5582,-2,0
5595,-2,0
5608,-3,0
5621,-3,0
5634,-5,0
5647,2,0
5660,-3,0
5672,-2,0
5686,-3,0
5698,1,0
5711,0,0
5725,-4,0
5737,-2,0
5750,-4,0
5764,-4,0
5776,-6,0
5789,-3,0
5803,-2,0
5815,-2,0
5828,-5,0
5841,-3,0
5854,-2,0
5867,-5,0
5879,-2,0
5893,1,0
5906,-5,0
5918,-2,0
5932,-4,0
5945,-3,0
5957,-1,0
5970,-4,0
5984,-5,0
5996,-2,0
6009,0,0
6023,-5,0
6035,-2,0
6048,-1,0
6061,-5,0
6074,-3,0
6087,-3,0
6099,-2,0
6113,-3,0
6126,-2,0
6138,-1,0
6152,-4,0
6165,-1,0
6177,-4,0
6191,-5,0
6204,-5,0
6216,-2,0
6230,-2,0
6242,-4,0
6255,-2,0
6268,-4,0
6281,-2,0
6294,-5,0
6307,-1,0
6320,-4,0
6333,-5,0
6346,-7,0
6359,-2,0
6372,-2,0
6385,-3,0
6397,-4,0
6411,0,0
6423,-4,0
6436,-1,0
6450,-3,0
6462,0,0
6475,-2,0
6489,-3,0
6501,-1,0
6514,-3,0
6528,-5,0
6540,0,0
6553,-1,0
6565,1,0
6579,-2,0
6592,-2,0
6604,-1,0
6618,-2,0
6631,-1,0
6643,-4,0
6657,-4,0
6670,-3,0
6682,-2,0
6695,-1,0
6709,-3,0
6721,-3,0
6734,-5,0
6748,-1,0
6760,-1,0
6773,-3,0
6786,-3,0
6799,-1,0
6812,0,0
6824,-2,0
6838,-2,0
6851,-3,0
6863,-5,0
6877,-4,0
6890,-2,0
6902,-2,0
6916,-2,0
6929,-4,0
6941,-4,0
6955,-2,0
6967,-8,0
6980,-5,0
6993,-1,0
7006,-8,0
7019,-4,0
7032,-3,0
7045,-1,0
7058,0,0
7071,1,0
7084,-1,0
7097,-1,0
7109,-4,0
7122,-4,0
7136,-3,0
7148,-2,0
7161,-3,0
7175,-1,0
7187,-4,0
7200,-3,0
7214,-5,0
7226,-5,0
7239,-4,0
7252,-4,0
7265,-4,0
7278,-3,0
7291,-6,0
7304,-5,0
7317,-1,0
7329,-2,0
7343,-4,0
7356,-3,0
7368,-5,0
7382,-3,0
7395,-2,0
7407,-6,0
7420,-4,0
7434,-4,0
7446,-2,0
7459,-2,0
7473,-2,0
7485,-4,0
7498,-5,0
7511,-3,0
7524,-2,0
7537,0,0
7549,-2,0
7563,-3,0
7576,0,0
7588,-3,0
7602,-4,0
7615,-6,0
7627,-4,0
7641,-4,0
7654,0,0
7666,-1,0
7680,-3,0
7692,-5,0
7705,-3,0
7718,-4,0
7731,-3,0
7744,-3,0
7757,1,0
7770,-3,0
7783,-3,0
7796,-4,0
7809,0,0
7822,-2,0
7834,0,0
7847,-2,0
7861,0,0
7873,-2,0
7886,0,0
7900,-3,0
7912,-2,0
7925,0,0
7939,-4,0
7951,-5,0
7964,-2,0
7976,-1,0
7990,-1,0
8003,2,0
8015,-4,0
8029,-4,0
8042,-3,0
8054,-5,0
8068,-5,0
8081,-3,0
8093,-2,0
8107,-3,0
8120,-1,0
8132,-2,0
8145,1,0
8159,-5,0
8171,-4,0
8184,-1,0
8197,-3,0
8210,-4,0
8223,-4,0
8236,-3,0
8249,0,0
8262,-3,0
8274,-2,0
8288,0,0
8301,-5,0
8313,-4,0
8327,-1,0
8339,-3,0
8352,0,0
8366,-4,0
8378,-4,0
8391,-5,0
8404,-1,0
8417,-3,0
8430,-5,0
8443,-2,0
8456,-2,0
8469,-3,0
8482,0,0
8495,-3,0
8508,-3,0
8520,-5,0
8534,-1,0
8547,-1,0
8559,-4,0
8572,-2,0
8586,-4,0
8598,-3,0
8611,-2,0
8625,-2,0
8637,-5,0
8650,-2,0
8664,-4,0
8676,-2,0
8689,-2,0
8701,-5,0
8715,-2,0
8728,-1,0
8740,-3,0
8754,-4,0
8767,-3,0
8779,-4,0
8793,-4,0
8806,-5,0
8818,-2,0
8832,-4,0
8845,-2,0
8857,-3,0
8870,-2,0
8883,-2,0
8896,-4,0
8909,0,0
8922,-2,0
8935,-3,0
8948,-4,0
8961,-4,0
8974,-3,0
8987,0,0
8999,-1,0
9013,-3,0
9026,-1,0
9038,-4,0
9052,-5,0
9064,-2,0
9077,-4,0
9091,-5,0
9103,-3,0
9116,-4,0
9129,-5,0
9142,-1,0
9155,-6,0
9168,-1,0
9181,-4,0
9194,-4,0
9207,-1,0
9220,-3,0
9233,-4,0
9246,-2,0
9259,-4,0
9272,-3,0
9284,-3,0
9297,-3,0
9311,-2,0
9323,-4,0
9336,-3,0
9350,-2,0
9362,-2,0
9375,0,0
9389,-4,0
9401,-2,0
9414,0,0
9426,1,0
9440,-3,0
9453,-2,0
9465,0,0
9479,-2,0
9492,-3,0
9504,-3,0
9518,-2,0
9531,-3,0
9543,2,0
9556,0,0
9570,-2,0
9582,-5,0
9595,-4,0
9608,-4,0
9621,-1,0
9634,0,0
9647,-2,0
9660,-5,0
9673,-3,0
9686,-3,0
9699,-3,0
9712,-3,0
9724,-2,0
9738,-3,0
9750,-3,0
9763,-4,0
9777,-2,0
9789,-4,0
9802,-3,0
9816,-3,0
9828,-3,0
9841,-3,0
9854,-5,0
9867,-4,0
9880,-1,0
9893,0,0
9906,-2,0
9919,-4,0
9931,-1,0
9945,-2,0
9958,-1,0
9970,0,0
9984,-3,0
9997,-3,0
10009,-1,0
10022,-2,0
10036,-1,0
10048,-3,0
10061,-1,0
10075,-2,0
10087,0,0
10100,-1,0
10114,-2,0
10127,-2,0
10139,-3,0
10152,-2,0
10166,-2,0
10178,-3,0
10191,-3,0
10205,-6,0
10217,-3,0
10230,-5,0
10244,0,0
10256,-3,0
10269,-1,0
10283,-2,0
10295,-2,0
10308,-2,0
10321,-4,0
10334,-1,0
10347,-4,0
10360,-5,0
10373,-2,0
10386,-5,0
10399,-1,0
10413,-1,0
10425,0,0
10438,-4,0
10451,-4,0
10464,-2,0
10477,-3,0
10490,-2,0
10503,-2,0
10516,0,0
10529,-2,0
10542,-1,0
10555,-3,0
10568,-5,0
10580,-6,0
10594,-4,0
10607,-4,0
10619,-3,0
10633,-4,0
10646,-1,0
10658,-1,0
10672,-2,0
10685,-6,0
10697,0,0
10711,-2,0
10724,-2,0
10736,0,0
10749,-3,0
10763,0,0
10776,-3,0
10788,-3,0
10802,-3,0
10815,-3,0
10827,-3,0
10841,-2,0
10854,-5,0
10866,-1,0
10880,-2,0
10893,-3,0
10905,-6,0
10918,-4,0
10932,-3,0
10944,-3,0
10957,-1,0
10971,-3,0
10983,-2,0
10996,-4,0
11010,-4,0
11022,-3,0
11035,-4,0
11048,-4,0
11062,-4,0
11074,-1,0
11087,-1,0
11101,-2,0
11113,-4,0
11126,-3,0
11140,-5,0
11152,-4,0
11165,1,0
11179,-2,0
11191,-1,0
11204,-3,0
11217,-4,0
11230,-3,0
11243,-2,0
11256,-2,0
11269,-4,0
11282,-3,0
11295,-2,0
11308,-3,0
11321,-1,0
11334,-2,0
11347,-6,0
11360,-1,0
11373,-5,0
11386,-4,0
11399,0,0
11412,-1,0
11425,-2,0
11438,-1,0
11451,-2,0
11464,-2,0
11476,-4,0
11490,-3,0
11503,-2,0
11515,-4,0
11529,-2,0
11542,-1,0
11554,-3,0
11568,1,0
11581,-3,0
11593,-2,0
11607,-5,0
11620,-4,0
11633,-6,0
11645,-2,0
11659,-1,0
11672,-4,0
11684,-1,0
11698,-3,0
11711,-3,0
11723,-4,0
11737,-4,0
11750,-5,0
11762,-3,0
11776,-2,0
11789,-5,0
11801,-1,0
11814,-3,0
11828,-1,0
11840,-4,0
11853,-4,0
11867,-1,0
11879,-2,0
11892,-1,0
11906,-3,0
11918,-3,0
11931,-2,0
11944,-2,0
11958,-4,0
11970,-3,0
11983,-3,0
11997,-2,0
12009,-3,0
12022,-3,0
12036,-1,0
12048,-1,0
12061,-1,0
